sr. No,NRCan.Reference,Brand,Model,AEC,Type,Defrost,FreezerLoc,TotalVol,SizeCategory,DoorIce,RefVol,FreezerVol,Ratio,
2321,15799589,GE,GYE22HMK****,492,Refrigerator,Automatic,Bottom,629.48,10,Yes,426.73,202.75,0.475124786,
2502,16514000,GE,GNE21DGK****,412,Refrigerator,Automatic,Bottom,588.99,10,No,417.96,171.03,0.409201837,
2507,16514005,GE,GBE21AGK****,413,Refrigerator,Automatic,Bottom,593.52,10,No,422.49,171.03,0.404814315,
2513,16514011,GE,GNE25DGK****,444,Refrigerator,Automatic,Bottom,700.28,12,No,494.98,205.3,0.414764233,
2788,17695528,GE,GSE23GGK****,467,Refrigerator,Automatic,Side,656.1,11,Yes,459.58,196.52,0.427607816,
2931,8274703,GE,GMX03BLF****,420,Compact refrigerator,Partial automatic,Inside,87.5,1,No,60.9,26.6,0.436781609,
899,8920339,GE,ABE20EGE****,455,Refrigerator,Automatic,Bottom,574.549,9,No,398.701,175.848,0.441052317,
1497,10208813,GE,ABE20EGH****,409,Refrigerator,Automatic,Bottom,574.83,9,No,396.44,177.55,0.447860963,
810,8274764,GE,CFRS2MID****,462,Refrigerator,Automatic,Bottom,621.555,10,No,438.911,182.644,0.416129922,
902,8920343,GE,CZS25TSE****,714,Refrigerator,Automatic,Side,696.59,12,Yes,432.68,263.91,0.609942683,
1172,9737245,GE,CYE22TSH****,492,Refrigerator,Automatic,Bottom,628.35,10,Yes,425.6,202.75,0.476386278,
1340,9990027,GE,CWE23SSH****,433,Refrigerator,Automatic,Bottom,653.84,11,No,451.09,202.75,0.449466847,
2032,14644558,GE,CFE28USH****,542,Refrigerator,Automatic,Bottom,787.5,13,Yes,527.8,259.7,0.49204244,
2225,15012801,GE,CSB42WSK****,603,Refrigerator,Automatic,Side,712.74,12,Yes,446.56,266.18,0.596067718,
2228,15012806,GE,CZS22MSK****,513,Refrigerator,Automatic,Side,621.27,10,Yes,403.23,218.04,0.540733576,
2340,15801851,GE,CNE25SSK**,444,Refrigerator,Automatic,Bottom,699.99,12,No,493.846,206.147,0.41743175,
2512,16514010,GE,CFE24SSK****,522,Refrigerator,Automatic,Bottom,671.96,11,Yes,465.81,206.15,0.442562418,
354,2567827,GE,ZICS360NX****,456,Refrigerator,Automatic,Bottom,581.91,10,No,410.31,171.6,0.41822037,
355,2567830,GE,ZIRS360NX****,373,Refrigerator,Automatic,No freezer,609.66,10,No,609.66,0,0,
356,2567835,GE,ZISB420DX****,579,Refrigerator,Automatic,Side,267.03,12,Yes,456.18,456.17,0.999978079,
357,2567838,GE,ZISP480DX****,632,Refrigerator,Automatic,Side,354.81,14,Yes,497.24,497.23,0.999979889,
553,5350072,GE,ZIDI240B****,387,Compact refrigerator,Automatic,No freezer,141.58,2,No,141.58,0,0,
1057,9571850,GE,ZIDI240H****,313,Compact refrigerator,Automatic,No freezer,144.13,2,No,144.13,0,0,
1235,9772410,GE,ZIC360NH****,442,Refrigerator,Automatic,Bottom,817.3,10,No,574.37,242.93,0.422950363,
1366,9990054,GE,ZIS420NH****,603,Refrigerator,Automatic,Side,712.74,12,No,446.56,266.18,0.596067718,
1367,9990055,GE,ZIS480NH****,662,Refrigerator,Automatic,Side,837.05,14,No,486.2,350.85,0.721616619,
1368,9990056,GE,ZISB360DH****,611,Refrigerator,Automatic,Side,577.95,9,Yes,326.78,251.17,0.768621091,
1369,9990057,GE,ZISB420DH****,648,Refrigerator,Automatic,Side,696.88,12,Yes,446.56,250.32,0.560551774,
1370,9990058,GE,ZISB480DH****,705,Refrigerator,Automatic,Side,815.81,14,Yes,486.2,329.61,0.677930893,
1378,9990066,GE,ZWE23ESH****,433,Refrigerator,Automatic,Bottom,653.84,11,No,451.09,202.75,0.449466847,
1380,9990068,GE,ZIR360NH****,323,Refrigerator,Automatic,No freezer,622.12,10,No,622.12,0,0,
1492,10195179,GE,ZDOD240H****,316,Compact refrigerator,Automatic,No freezer,153.19,2,No,153.19,0,0,
1495,10195989,GE,ZIK30GNH****,426,Refrigerator,Automatic,Bottom,413.43,7,No,301.29,112.7,0.374058216,
1496,10195990,GE,ZIC30GNH****,381,Refrigerator,Automatic,Bottom,410.59,7,No,296.76,112.7,0.379768163,
1787,11702220,GE,ZIP360NH****,487,Refrigerator,Automatic,Bottom,588.99,10,No,411.16,176.7,0.429759704,
3010,9571857,GE,ZIBI240H****,431,Compact refrigerator,Automatic,Side,122.89,1,No,94.86,28.03,0.295488088,
359,2567861,GE,PSCS3RGX****,696,Refrigerator,Automatic,Side,660.92,11,Yes,417.67,243.24,0.582373644,
360,2674395,GE,PSHF6PGZ****,583,Refrigerator,Automatic,Side,733.406,12,Yes,455.901,277.505,0.608695748,
361,2674398,GE,PSHS6PGZ****,583,Refrigerator,Automatic,Side,733.406,12,Yes,455.901,277.505,0.608695748,
782,8176567,GE,PZS25KSE****,714,Refrigerator,Automatic,Side,696.59,12,Yes,432.68,263.91,0.609942683,
783,8176579,GE,PZS23KSE****,696,Refrigerator,Automatic,Side,660.91,11,Yes,417.67,243.24,0.582373644,
833,8274789,GE,PDR20KGE****,455,Refrigerator,Automatic,Bottom,570.584,9,No,398.701,171.883,0.431107522,
834,8274790,GE,PDR20KSE****,455,Refrigerator,Automatic,Bottom,570.584,9,No,398.701,171.883,0.431107522,
835,8274791,GE,PFE22KSE****,463,Refrigerator,Automatic,Bottom,625.519,10,No,438.911,186.608,0.425161365,
836,8274792,GE,PNR22LGE****,463,Refrigerator,Automatic,Bottom,625.519,10,No,438.911,186.608,0.425161365,
837,8274793,GE,PNR22LSE****,463,Refrigerator,Automatic,Bottom,625.519,10,No,438.911,186.608,0.425161365,
838,8274794,GE,PNR22MSE****,463,Refrigerator,Automatic,Bottom,625.519,10,No,438.911,186.608,0.425161365,
839,8274795,GE,PNS20KSE****,509,Refrigerator,Automatic,Bottom,553.311,9,No,380.862,172.45,0.452788674,
843,8274799,GE,PNR20KGE****,436,Refrigerator,Automatic,Bottom,553.311,9,No,380.862,172.45,0.452788674,
844,8274800,GE,PNR20KSE****,436,Refrigerator,Automatic,Bottom,553.311,9,No,380.862,172.45,0.452788674,
845,8274801,GE,PFSS0MFZ****,436,Refrigerator,Automatic,Bottom,553.311,9,No,380.862,172.45,0.452788674,
905,8952667,GE,PWE23KSD****,433,Refrigerator,Automatic,Bottom,654.12,11,No,451.09,202.75,0.449466847,
906,8952668,GE,PWE23KMD****,433,Refrigerator,Automatic,Bottom,654.12,11,No,451.09,202.75,0.449466847,
1230,9737398,GE,PFE28RSH****,541,Refrigerator,Automatic,Bottom,1061.38,13,Yes,710.01,351.37,0.494880354,
1231,9737399,GE,PYE22PSH****,491,Refrigerator,Automatic,Bottom,846.42,10,Yes,572.07,274.35,0.479574178,
1232,9772407,GE,PSB42YPH****,646,Refrigerator,Automatic,Side,934.55,11,Yes,597.36,337.19,0.564466988,
1233,9772408,GE,PSB48YSH****,692,Refrigerator,Automatic,Side,1096.25,14,Yes,714.23,382.02,0.53486972,
1234,9772409,GE,PSB48YPH****,692,Refrigerator,Automatic,Side,1096.25,14,Yes,714.23,382.02,0.53486972,
1362,9990050,GE,PNS20KSH****,453,Refrigerator,Automatic,Bottom,567.19,9,No,388.51,178.68,0.459910942,
1363,9990051,GE,PSE25KGH****,490,Refrigerator,Automatic,Side,715.28,12,Yes,459.58,255.7,0.556377562,
1364,9990052,GE,PSE25KSH****,490,Refrigerator,Automatic,Side,715.28,12,Yes,459.58,255.7,0.556377562,
1365,9990053,GE,PSS28KSH****,574,Refrigerator,Automatic,Side,797.4,13,Yes,509.7,287.7,0.564449676,
1799,11819034,GE,PDR20KMH****,476,Refrigerator,Automatic,Bottom,577.1,9,No,398.4,178.7,0.448544177,
1800,11819035,GE,PNQ22LMH****,456,Refrigerator,Automatic,Bottom,644.5,11,No,450.5,194,0.43063263,
1802,11819037,GE,PNQ20KMH****,461,Refrigerator,Automatic,Bottom,567.2,9,No,388.5,178.7,0.45997426,
1804,12117899,GE,PFH28PSH****,511,Refrigerator,Automatic,Bottom,784.4,13,Yes,524.7,259.7,0.494949495,
2221,15012797,GE,PSB42YSK****,644,Refrigerator,Automatic,Side,688.95,11,Yes,446.56,242.39,0.542793802,
2222,15012798,GE,PSB48YSK****,703,Refrigerator,Automatic,Side,812.41,14,Yes,486.2,326.21,0.670937886,
2229,15012807,GE,PZS22MMK****,513,Refrigerator,Automatic,Side,621.27,10,Yes,403.23,218.04,0.540733576,
2230,15012808,GE,PZS22MSK****,513,Refrigerator,Automatic,Side,621.27,10,Yes,403.23,218.04,0.540733576,
2309,15799577,GE,PWE23KSK****,433,Refrigerator,Automatic,Bottom,653.84,11,No,451.09,202.75,0.449466847,
2310,15799578,GE,PWE23KMK****,433,Refrigerator,Automatic,Bottom,653.84,11,No,451.09,202.75,0.449466847,
2317,15799585,GE,PYE22PSK****,492,Refrigerator,Automatic,Bottom,629.48,10,Yes,426.73,202.75,0.475124786,
2318,15799586,GE,PYE22PMK****,492,Refrigerator,Automatic,Bottom,629.48,10,Yes,426.73,202.75,0.475124786,
2319,15799587,GE,PYE22KSK****,492,Refrigerator,Automatic,Bottom,629.48,10,Yes,426.73,202.75,0.475124786,
2320,15799588,GE,PYE22KMK****,492,Refrigerator,Automatic,Bottom,629.48,10,Yes,426.73,202.75,0.475124786,
2323,15799591,GE,PFE28PMK****,542,Refrigerator,Automatic,Bottom,788.06,13,Yes,528.39,259.67,0.49143625,
2324,15799592,GE,PFE28PSK****,542,Refrigerator,Automatic,Bottom,788.06,13,Yes,528.39,259.67,0.49143625,
2325,15799593,GE,PFE28KMK****,542,Refrigerator,Automatic,Bottom,788.06,13,Yes,528.39,259.67,0.49143625,
2326,15799594,GE,PFE28KSK****,542,Refrigerator,Automatic,Bottom,788.06,13,Yes,528.39,259.67,0.49143625,
2337,15801848,GE,PNE25JGK****,444,Refrigerator,Automatic,Bottom,699.99,12,No,493.846,206.147,0.41743175,
2338,15801849,GE,PNE25JMK****,444,Refrigerator,Automatic,Bottom,699.99,12,No,493.846,206.147,0.41743175,
2339,15801850,GE,PNE25JSK****,444,Refrigerator,Automatic,Bottom,699.99,12,No,493.846,206.147,0.41743175,
2504,16514002,GE,PNE21KGK****,412,Refrigerator,Automatic,Bottom,588.99,10,No,417.96,171.03,0.409201837,
2505,16514003,GE,PNE21KSK****,412,Refrigerator,Automatic,Bottom,588.99,10,No,417.96,171.03,0.409201837,
2506,16514004,GE,PNE21KMK****,412,Refrigerator,Automatic,Bottom,588.99,10,No,417.96,171.03,0.409201837,
2509,16514007,GE,PFE24JGK****,522,Refrigerator,Automatic,Bottom,671.96,11,Yes,465.81,206.15,0.442562418,
2510,16514008,GE,PFE24JSK****,522,Refrigerator,Automatic,Bottom,671.96,11,Yes,465.81,206.15,0.442562418,
2511,16514009,GE,PFE24JMK****,522,Refrigerator,Automatic,Bottom,671.96,11,Yes,465.81,206.15,0.442562418,
2515,16514013,GE,PDE21KGK****,413,Refrigerator,Automatic,Bottom,593.52,10,No,422.49,171.03,0.404814315,
2516,16514014,GE,PDE21KSK****,413,Refrigerator,Automatic,Bottom,593.52,10,No,422.49,171.03,0.404814315,
2517,16514015,GE,PDE21KMK****,413,Refrigerator,Automatic,Bottom,593.52,10,No,422.49,171.03,0.404814315,
2068,14821751,Gladiator,GARF19XX*K**,373,Refrigerator,Automatic,Top,538.33,9,No,388.65,149.68,0.385128007,
2634,219380,Goldstar,GC-151***,338,Compact refrigerator,Manual,No freezer,124,1,No,124.028,0,0,
2253,15272168,Gorenje,HZF3362G,319,Refrigerator,Automatic,Bottom,307,5,No,222,85,0.382882883,
2254,15272169,Gorenje,HZF3362E,333,Refrigerator,Automatic,Bottom,307,5,No,222,85,0.382882883,
2255,15272170,Gorenje,HZF3762E,319.6,Refrigerator,Automatic,Bottom,339,5,No,254,85,0.334645669,
2336,15799962,Gorenje,HS3862EF,252,Refrigerator,Manual,No freezer,367.837,6,No,367.837,0,0,
2806,17698976,Gorenje,HTS2762F,270,Refrigerator,Partial automatic,Inside,253.719,4,No,231,24,0.103896104,
44,14985383,Haier,HC17SF15R*,200,Compact refrigerator,Manual,No freezer,48.1,0,No,47.01,0,0,
137,15012831,Haier,HRC1721AC*,206,Compact refrigerator,Manual,No freezer,47,0,No,47.3,0,0,
314,14985384,Haier,HRC2731AC*,214,Compact refrigerator,Manual,No freezer,76.5,1,No,75.61,0,0,
619,6188303,Haier,HNSE045,342,Compact refrigerator,Manual,Inside,128,2,No,120,8,0.066666667,
633,16303663,Haier,HRC3211AC*,219,Compact refrigerator,Manual,No freezer,91,1,No,91,0,0,
672,6282670,Haier,HT21TS80*,384,Refrigerator,Automatic,Top,586,10,No,436.6,149.5,0.34241869,
717,16303664,Haier,HRC4021AC*,225,Compact refrigerator,Manual,Inside,113,1,No,107,7,0.065420561,
856,8319313,Haier,HA10TG30*,391,Refrigerator,Automatic,Top,291,4,No,220,71,0.322727273,
1560,10302939,Haier,HT18TS78**,327,Refrigerator,Automatic,Top,512,8,No,377.8,134.2,0.355214399,
1562,10302941,Haier,HT21TS78**,346,Refrigerator,Automatic,Top,583,10,No,435,147.8,0.339770115,
1576,10975739,Haier,HC45SG42SB,253,Compact refrigerator,Manual,Inside,128,2,No,120,8,0.066666667,
1871,12881077,Haier,DD410R*,308,Compact refrigerator,Automatic,No freezer,153,2,No,152.8,0,0,
1874,12881080,Haier,HRT18R1A**,364,Refrigerator,Automatic,Top,512,8,No,377.8,134.2,0.355214399,
1952,13770237,Haier,HA12TG21S*,344,Refrigerator,Automatic,Top,327,5,No,245,81.5,0.332653061,
1971,14082474,Haier,HA10TG21S*,291,Refrigerator,Automatic,Top,278,4,No,209.2,68.6,0.32791587,
1992,14107284,Haier,HRF24E3APS,681,Refrigerator,Automatic,Bottom,667.9,11,Yes,451.8,216.1,0.478308986,
2035,14644693,Haier,HEKF100AHS,266,Compact refrigerator,Manual,No freezer,172,2,No,172,0,0,
2358,16303662,Haier,HRF15N3BGF,486,Refrigerator,Automatic,Bottom,425,7,No,272,152,0.558823529,
2406,16667998,Haier,HRC3157BC*,320,Compact refrigerator,Partial automatic,Inside,87,1,No,62.1,24.7,0.397745572,
2472,16305157,Haier,HRB10N2B**,365,Refrigerator,Automatic,Bottom,288.83,4,No,186.98,101.94,0.545191999,
2552,16593983,Haier,HRB15N3B**,362,Refrigerator,Automatic,Bottom,424.75,7,No,314.32,110.44,0.35136167,
2553,16593984,Haier,HRQ16N3B**,379,Refrigerator,Automatic,Bottom,464.4,7,No,314.32,150.08,0.477475185,
2568,16593985,Haier,HRC3251AC*,322,Compact refrigerator,Partial automatic,Inside,90.61,1,No,63.43,26.33,0.415103263,
2610,16667669,Haier,HRC4537BC*,228,Compact refrigerator,Manual,No freezer,127.426,2,No,127.426,0,0,
2940,8736889,Haier,HNDE03VS,420,Compact refrigerator,Partial automatic,Inside,92,1,No,64,28,0.4375,
316,16303519,Hamilton Beach,REFHB270BE,214,Compact refrigerator,Manual,No freezer,76,1,No,75.7,0,0,
710,16303518,Hamilton Beach,REFHB170WE,207,Compact refrigerator,Manual,No freezer,47,0,No,47.3,0,0,
1725,10990454,Heartland,HCBMR19LB-***,397,Refrigerator,Automatic,Bottom,526.7,9,No,365.3,161.4,0.441828634,
1726,10990455,Heartland,HCBMR19RB-***,397,Refrigerator,Automatic,Bottom,526.7,9,No,365.3,161.4,0.441828634,
2027,14643972,Heartland,HCFDR23C-***,472,Refrigerator,Automatic,Bottom,628.354,10,No,436.648,191.706,0.439040142,
2235,15017653,Heartland,HCTMR20A***,343,Refrigerator,Automatic,Top,578.516,10,No,432.967,145.549,0.336166498,
139,8974757,Hisense,RR27D7ALE,214,Compact refrigerator,Manual,No freezer,71,1,No,70.7,0,0,
507,4537536,Hisense,RD-42WC1HS,389.3,Refrigerator,Automatic,Bottom,322.1,5,No,229.4,92.7,0.404097646,
625,14107135,Hisense,RS-06DR1SA,207,Compact refrigerator,Manual,No freezer,44,0,No,44,0,0,
652,18443933,Hisense,RS-12DR1S,219,Compact refrigerator,Manual,No freezer,92,1,No,91.5,0,0,
712,8974772,Hisense,RR35D7AWE,221,Compact refrigerator,Manual,No freezer,97,1,No,96.6,0,0,
720,6629005,Hisense,RS-17DR1HA,225.81,Compact refrigerator,Manual,No freezer,119.5,1,No,119.5,0,0,
763,7902408,Hisense,RB12N1ESD,418,Refrigerator,Automatic,Bottom,335,5,No,232.8,102.1,0.438573883,
852,8317955,Hisense,FC-33DT1HA,363.48,Refrigerator,Manual,Inside,257,4,No,66,191.2,2.896969697,
853,8318255,Hisense,RB14N1ASD,428,Refrigerator,Automatic,Bottom,399,6,No,285.7,113,0.395519776,
854,8318256,Hisense,RB17N1ASD,441,Refrigerator,Automatic,Bottom,481,8,No,341.6,139.2,0.407494145,
855,8318257,Hisense,RF15N1BSD,538,Refrigerator,Automatic,Bottom,416,7,No,289.5,126.9,0.438341969,
872,8974765,Hisense,RR42D7ABE,226,Compact refrigerator,Manual,No freezer,118,1,No,117.8,0,0,
1092,9574428,Hisense,RB13N1E*E,413,Refrigerator,Automatic,Bottom,277,4,No,274.7,102,0.371314161,
1221,6214955,Hisense,RS-13DR1HS,237.3,Compact refrigerator,Manual,No freezer,98,1,No,98.2,0,0,
1539,10300945,Hisense,RB12N6PSE,401,Refrigerator,Automatic,Bottom,334,5,No,232.6,101.7,0.437231298,
1608,10990271,Hisense,RB14N6ASE,421,Refrigerator,Automatic,Bottom,399,6,No,285.7,113,0.395519776,
1612,10990275,Hisense,RB17N6ASE,449,Refrigerator,Automatic,Bottom,481,8,No,341.6,139.2,0.407494145,
1660,7902404,Hisense,RR27D1AW,260,Compact refrigerator,Manual,No freezer,71,1,No,70.8,0,0,
1661,10990367,Hisense,RF15N6HCD,477,Refrigerator,Automatic,Bottom,416,7,No,289.4,126.9,0.438493435,
1666,10990372,Hisense,RF20N6**E,481,Refrigerator,Automatic,Bottom,576,9,No,416.1,159.4,0.38308099,
1797,15799550,Hisense,RL44D6AWE,268,Compact refrigerator,Automatic,No freezer,119,1,No,119.1,0,0,
1989,6214958,Hisense,RS-11DR1HS,275,Compact refrigerator,Manual,No freezer,125,1,No,125,0,0,
2049,14644734,Hisense,RR63D6AAE,281,Compact refrigerator,Manual,Inside,177,2,No,154.8,22.2,0.143410853,
2220,7506464,Hisense,RS-11DR1HA,317.4,Compact refrigerator,Manual,No freezer,83,1,No,83,0,0,
2294,15799562,Hisense,RC07N1CBD1,324,Compact refrigerator,Automatic,No freezer,202.2,3,No,202.2,0,0,
2425,9737372,Hisense,RT33D6AAE,322,Compact refrigerator,Partial automatic,Inside,91,1,No,64.6,26.1,0.404024768,
2528,5957305,Hisense,RS-06DR1HS,252,Compact refrigerator,Manual,No freezer,42.5,0,No,42.5,0,0,
2575,2531315,Hisense,BC-87/H,331,Compact refrigerator,Manual,Inside,85.5,1,No,79.9,5.6,0.07008761,
2577,4711029,Hisense,RD-11DR1HA,331,Compact refrigerator,Manual,No freezer,87,1,No,87,0,0,
2636,8568697,Hisense,RD-11DR1HS,338,Compact refrigerator,Partial automatic,Inside,82.1,1,No,56.6,25.5,0.450530035,
2973,19383130,Hisense,RR53D6A*E,273,Compact refrigerator,Manual,Inside,151,2,No,128.1,22.4,0.174863388,
832,8274787,Hotpoint,HBQ20DTE****,569,Refrigerator,Automatic,Bottom,570.584,9,No,398.701,171.883,0.431107522,
968,8976057,Hotpoint,HPS15BTH****,334,Refrigerator,Automatic,Top,412.86,7,No,300.16,112.7,0.375466418,
970,8976059,Hotpoint,HPE15BTH****,300,Refrigerator,Automatic,Top,412.86,7,No,300.16,112.7,0.375466418,
1360,9990047,Hotpoint,HSS25ASH****,547,Refrigerator,Automatic,Side,716.98,12,Yes,455.05,261.93,0.575607076,
1386,9990074,Hotpoint,HPS18BTH****,355,Refrigerator,Automatic,Top,496.39,8,No,382.56,113.83,0.297548097,
353,13454996,Igloo,FR283I-B*,215,Compact refrigerator,Manual,No freezer,73,1,No,73.1,0,0,
548,6188316,Igloo,FR320,219,Compact refrigerator,Manual,Inside,90.8,1,No,82.3,8.5,0.10328068,
621,6188305,Igloo,FR464,253,Compact refrigerator,Manual,Inside,128,2,No,120,8,0.066666667,
933,13454997,Igloo,FR115I-B*,208,Compact refrigerator,Manual,No freezer,46.3,0,No,46.3,0,0,
1001,13454995,Igloo,FR442-B,228,Compact refrigerator,Manual,No freezer,123.6,1,No,123.6,0,0,
1223,6188315,Igloo,FR283,238,Compact refrigerator,Manual,Inside,72.5,1,No,66.3,6.2,0.093514329,
1795,11702251,Igloo,FR9211-B,409,Refrigerator,Automatic,Bottom,260,4,No,180.3,79.7,0.442041043,
1931,13454993,Igloo,FR725,322,Refrigerator,Partial automatic,Inside,203.1,3,No,156.3,46.7,0.298784389,
1932,6188309,Igloo,FR100,230,Compact refrigerator,Manual,Inside,46,0,No,41.47,4.53,0.109235592,
2212,15012781,Igloo,FR459,368,Compact refrigerator,Partial automatic,Inside,127.92,2,No,89.68,38.24,0.426404996,
2216,15012785,Igloo,FRB200C,266,Compact refrigerator,Manual,No freezer,173,2,No,172.7,0,0,
2416,6188320,Igloo,FR832,322,Compact refrigerator,Partial automatic,Inside,89.97,1,No,63.44,26.43,0.416614124,
2930,6188321,Igloo,FR834B,420,Compact refrigerator,Partial automatic,Inside,92,1,No,64,28,0.4375,
569,5682299,Ikea,ISF25D2XB*0*,566,Refrigerator,Automatic,Side,693.47,12,Yes,433.81,259.66,0.598556972,
799,17137229,Ikea,HS-57LN(NA)TILLREDA,207,Compact refrigerator,Manual,No freezer,44,0,No,44,0,0,
1125,9606199,Ikea,IK4TXWFD*0*,332,Refrigerator,Automatic,Top,405.78,6,No,296.19,109.59,0.369998987,
1302,9975799,Ikea,IX3HHEXDS*,397,Refrigerator,Automatic,Bottom,528.67,9,No,366.42,162.25,0.442797882,
1303,9975800,Ikea,IX7HHEXDS*,449,Refrigerator,Automatic,Bottom,713.29,12,No,502.62,210.68,0.419163583,
1304,9975801,Ikea,IX6HHEXDS*,405,Refrigerator,Automatic,Bottom,566.33,9,No,407.19,159.14,0.390824922,
1307,9975804,Ikea,IX5BBEXD*0*,452,Refrigerator,Automatic,Bottom,557.27,9,No,377.74,179.53,0.475273998,
1318,9975826,Ikea,IX7DDEXDS*,508,Refrigerator,Automatic,Bottom,699.14,12,No,508.85,190.29,0.373960892,
1452,10017282,Ikea,IK8FXNGFD*,366,Refrigerator,Automatic,Top,513.95,8,No,369.81,144.13,0.389740678,
1479,10194897,Ikea,ISC21CNED*,524,Refrigerator,Automatic,Side,583.04,10,Yes,385.67,197.37,0.511758757,
2976,19453789,Insignal,NS-BK1TBK8,310,Compact refrigerator,Automatic,No freezer,160,2,No,160,0,0,
396,13455001,Insignia,NS-CF26BK6,215,Compact refrigerator,Manual,No freezer,73.1,1,No,73.1,0,0,
1034,17699134,Insignia,NS-CF44BK8,228,Compact refrigerator,Manual,No freezer,123.6,1,No,123.6,0,0,
1047,13454999,Insignia,NS-CF17BK6,208,Compact refrigerator,Manual,No freezer,46.8,0,No,46.8,0,0,
1589,17699131,Insignia,NS-CF33BK8,258,Compact refrigerator,Automatic,No freezer,93.8,1,No,93.8,0,0,
2148,13455004,Insignia,NS-CF43SS6,294,Refrigerator,Partial automatic,Inside,121.1,1,No,85.5,35.6,0.416374269,
2272,15799268,Insignia,NS-RTM18SS7-C,362,Refrigerator,Automatic,Top,511.6,8,No,396.6,115,0.2899647,
2274,15799270,Insignia,NS-RTM12SS7-C,311,Refrigerator,Automatic,Top,325.1,5,No,236.7,88.4,0.373468526,
2276,15799272,Insignia,NS-RTM10WH7-C,296,Refrigerator,Automatic,Top,280.1,4,No,205.1,75,0.36567528,
2278,15799274,Insignia,NS-RTM21WH7-C,396,Refrigerator,Automatic,Top,595.2,10,No,424.4,170.8,0.402450518,
2280,15799276,Insignia,NS-RTM18WH7-C,401,Refrigerator,Automatic,Top,511.6,8,No,396.6,115,0.2899647,
2414,13455003,Insignia,NS-CF31SS6,321,Compact refrigerator,Partial automatic,Inside,83.5,1,No,58.3,25.2,0.432246998,
2782,17692802,Insignia,NS-BK1TSS6,310,Compact refrigerator,Automatic,No freezer,160,2,No,160,0,0,
2784,17692804,Insignia,NS-RFD21SS7,571,Refrigerator,Automatic,Bottom,585,10,No,416,169,0.40625,
742,7588379,Jenn-Air,JUR24FRARS0*,334,Compact refrigerator,Automatic,No freezer,139,2,No,139,0,0,
745,7588382,Jenn-Air,JUD24FRARS0*,335,Compact refrigerator,Automatic,No freezer,142,2,No,142,0,0,
747,7588384,Jenn-Air,JUD24FCARS0*,448,Compact refrigerator,Automatic,Bottom,134,2,No,68.5,65.1,0.950364964,
949,8975338,Jenn-Air,JFC2089BE*,405,Refrigerator,Automatic,Bottom,566.33,9,No,407.19,159.14,0.390824922,
953,8975344,Jenn-Air,JFC2290*,464,Refrigerator,Automatic,Bottom,621.266,10,No,462.976,158.29,0.341896772,
1309,9975806,Jenn-Air,JS48NXFXDW**,647,Refrigerator,Automatic,Side,827.98,14,No,530.65,297.32,0.560293979,
1310,9975809,Jenn-Air,JS42NXFXDW*,595,Refrigerator,Automatic,Side,724.62,12,No,464.96,259.66,0.558456641,
1319,9975828,Jenn-Air,JS48PPDUDB**,703,Refrigerator,Automatic,Side,835.91,14,Yes,544.24,291.66,0.535903278,
1327,9975838,Jenn-Air,JS42PPDUDB**,651,Refrigerator,Automatic,Side,708.48,12,Yes,464.68,243.81,0.524683653,
1331,9975844,Jenn-Air,JFI2089***,515,Refrigerator,Automatic,Bottom,558.4,9,No,415.69,142.72,0.343332772,
1334,9975849,Jenn-Air,JFX2597AE*,507,Refrigerator,Automatic,Bottom,694.04,12,Yes,503.47,190.57,0.378513119,
1455,10017285,Jenn-Air,JF42NXFXDE**,516,Refrigerator,Automatic,Bottom,684.41,11,No,502.62,181.79,0.361684772,
1458,10017288,Jenn-Air,JF36NXFXDE**,484,Refrigerator,Automatic,Bottom,589.27,10,No,431.83,157.44,0.364587917,
1459,10017289,Jenn-Air,JB36NXFXLE**,436,Refrigerator,Automatic,Bottom,590.68,10,No,433.24,157.44,0.363401348,
1463,10017293,Jenn-Air,JF42SSFXDA**,532,Refrigerator,Automatic,Bottom,684.69,11,No,513.1,171.6,0.334437731,
1464,10017294,Jenn-Air,JB36SSFX*A**,450,Refrigerator,Automatic,Bottom,588.98,10,No,438.91,149.79,0.341277255,
1764,11697252,Jenn-Air,JFX2897DR***,582,Refrigerator,Automatic,Bottom,741.04,12,Yes,521.03,220.02,0.422278947,
1814,12117925,Jenn-Air,JSC23C9EE***,551,Refrigerator,Automatic,Side,641.37,11,Yes,386.52,254.85,0.659344924,
1834,12592576,Jenn-Air,JUD24FRECX0*,301,Compact refrigerator,Automatic,No freezer,132.9,2,No,132.9,0,0,
1838,12592580,Jenn-Air,JUD24FCECX0*,450,Compact refrigerator,Automatic,Bottom,132.9,2,No,63.2,69.7,1.102848101,
1863,12772919,Jenn-Air,JUR24F*ECX0*,303,Compact refrigerator,Automatic,No freezer,137.8,2,No,137.8,0,0,
1867,12772923,Jenn-Air,JUG24F*ECX0*,305,Compact refrigerator,Automatic,No freezer,144,2,No,144,0,0,
1945,13455161,Jenn-Air,JS42PPDUDE**,586,Refrigerator,Automatic,Side,708.48,12,Yes,464.68,243.81,0.524683653,
1947,13455163,Jenn-Air,JS48PPDUDE**,632,Refrigerator,Automatic,Side,835.91,14,Yes,544.24,291.66,0.535903278,
2863,17967579,Jenn-Air,JFFCC72E****,500,Refrigerator,Automatic,Bottom,672.8,11,Yes,495.3,177.5,0.358368665,
2413,17141373,Keg,KS-71R,320,Compact refrigerator,Manual,No freezer,71,1,No,71,0,0,
